DISTRICT,UNIT,YEAR,no.of.VEHICLES,ACCIDENT_classification,ACCIDENT_SPOT,AccidentLocation,AccidentSubLocation,HitAndRun,Severity,CollisionType,RoadCharacter,RoadType,SurfaceType,SurfaceCondition,Weather,LaneType,RoadMark
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Near Petrol Pump,No,Fatal,Not Applicable,Not Applicable,Others,Metalled,Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Not Applicable,Cross roads,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Not Applicable,Others,NH,Gravel,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Curves,Rural Areas,Narrow bridge or culverts,Not Applicable,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Gravel,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Hump,Others,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,At pedestrian Crossing,Not Applicable,Grievous Injury,Not Applicable,Curve,State Highway,Gravel,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Others,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Open area,Not Applicable,Grievous Injury,Overturning,Curve,NH,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Fatal,Hit and Run,Others,NH,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near or inside a village,No,Fatal,Vehicle to Vehicle,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NH,Kutcha,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Curves,Rural Areas,Near or inside a village,No,Fatal,Not Applicable,Curve,Others,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Hit bicyclist,Straight and flat,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Others,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Vehicle to Vehicle,Crest of hill,State Highway,Concrete,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,Others,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,Others,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Road hump or Rumble strips,City/Town,Open area,No,Fatal,Not Applicable,Hump,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,City/Town,Residential area,No,Fatal,Vehicle to Vehicle,Not Applicable,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Damage Only,Not Applicable,Others,NH,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Hump,One way,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2020,3,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Near a religious place,Not Applicable,Grievous Injury,Hit pedestrian,Straight and flat,NH,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Not Applicable,NH,Kutcha,Muddy,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Curve,Others,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,No,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Flooded,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Other Railway Accidents,Cross roads,Rural Areas,In bazaar,Not Applicable,Grievous Injury,Not Applicable,Hump,Mixed,Kutcha,Muddy,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Circle,Rural Areas,Open area,Not Applicable,Damage Only,Vehicle to Vehicle,Incline,Expressway,Gravel,Dry,Others,SixLane,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Cross roads,Rural Areas,Narrow bridge or culverts,Not Applicable,Grievous Injury,Not Applicable,Others,NH,Gravel,Dry,Very Cold,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Circle,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Hit pedestrian,Incline,Minor District Road,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Near Petrol Pump,No,Fatal,Hit bicyclist,Not Applicable,NH,Metalled,Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Not Applicable,Not Applicable,Rural Areas,Near School or College,No,Grievous Injury,Not Applicable,Hump,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,NH,Not Applicable,Muddy,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Others,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Cross roads,Rural Areas,In bazaar,No,Grievous Injury,Hit animal,Crest of hill,Arterial,Bitumen(Tar),Ditch or Potholed,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Rail Road Accidents,Cross roads,Rural Areas,Near or inside a village,No,Grievous Injury,Not Applicable,Others,Others,Metalled,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Circle,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Damage Only,Not Applicable,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Not Applicable,Junction,Rural Areas,Near Bus stop,Not Applicable,Damage Only,Not Applicable,Hump,NH,Kutcha,Others,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Cross roads,Rural Areas,Residential area,No,Grievous Injury,Hit pedestrian,Straight and flat,Others,Bitumen(Tar),Dry,Very Cold,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit pedestrian,Others,State Highway,Bitumen(Tar),Others,Very Cold,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Open area,Yes,Grievous Injury,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Others,Very Cold,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near School or College,No,Simple Injury,Vehicle to Vehicle,Straight and flat,NH,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,NH,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Hit pedestrian,Not Applicable,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,3,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Damage Only,Vehicle to Vehicle,Curve,Others,Not Applicable,Flooded,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Not Applicable,Hump,Service Road,Metalled,Not Applicable,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,No,Fatal,Not Applicable,Not Applicable,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Not Applicable,NH,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Near School or College,No,Grievous Injury,Hit pedestrian,Straight and flat,Others,Bitumen(Tar),Dry,Others,Others,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Junction,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,State Highway,Kutcha,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,Others,Not Applicable,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,3,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,Service Road,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Snow,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,Minor District Road,Metalled,Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Near School or College,No,Fatal,Not Applicable,Straight and flat,NH,Metalled,Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Not Applicable,Others,Kutcha,Not Applicable,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Offset,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Not Applicable,Steep Incline or Climb,State Highway,Surfaced,Muddy,Very Cold,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Residential area,Yes,Grievous Injury,Not Applicable,Curve and Incline,Others,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Not Applicable,Road hump or Rumble strips,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,NH,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Curves,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Vehicle to Vehicle,Hump,State Highway,Gravel,Flooded,Snow,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Hump,NH,Metalled,Dry,Fine,FourLane,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Narrow bridge or culverts,Not Applicable,Not Applicable,Not Applicable,Others,Not Applicable,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Offset,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Hump,Not Applicable,Kutcha,Muddy,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Sharp Curve,Others,Gravel,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Not Applicable,Curve,Others,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Damage Only,Not Applicable,Hump,NH,Gravel,Muddy,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Junction,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,Others,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Hump,NH,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,State Highway,Metalled,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2020,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,Expressway,Concrete,Flooded,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Wind,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,Yes,Fatal,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,Service Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Not Applicable,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,NH,Not Applicable,Not Applicable,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Damage Only,Vehicle to Vehicle,Incline,Two way,Bitumen(Tar),Dry,Fine,Others,Zebra Crossing
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Hit bicyclist,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Not Applicable,Curves,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,State Highway,Not Applicable,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Circle,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,Others,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Cross roads,Rural Areas,Near or inside a village,No,Fatal,Not Applicable,Others,Service Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Not Applicable,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Straight and flat,NH,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Not Applicable,Damage Only,Vehicle to Vehicle,Hump,NH,Bitumen(Tar),Dry,Clear,Others,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Simple Injury,Not Applicable,Hump,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,Others,Concrete,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Narrow road,Rural Areas,Near office complex,No,Simple Injury,Not Applicable,Hump,One way,Concrete,Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Curves,Rural Areas,Near Bus stop,Not Applicable,Simple Injury,Vehicle to Vehicle,Curve,Mixed,Gravel,Flooded,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Not Applicable,Fatal,Not Applicable,Others,One way,Kutcha,Others,Not Applicable,Others,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Fine,SingleLane,Centre Yellow Line
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Straight and flat,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Not Applicable,Fatal,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,3,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Fatal,Vehicle to Vehicle,Straight and flat,Minor District Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Circle,Rural Areas,Open area,No,Not Applicable,Not Applicable,Hump,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Hump,NH,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Incline,NH,Bitumen(Tar),Dry,Cloudy,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Curves,Rural Areas,Near a factory industrial area,Not Applicable,Fatal,Not Applicable,Curve,One way,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Not Applicable,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Straight and flat,Not Applicable,Not Applicable,Not Applicable,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Ditch or Potholed,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Curve,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,3,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Not Applicable,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Not Applicable,Junction,Rural Areas,Residential area,No,Not Applicable,Not Applicable,Curve,Others,Bitumen(Tar),Dry,Strong Wind,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,4,Road Accidents,Narrow road,Rural Areas,Narrow bridge or culverts,No,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Not Applicable,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Others,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Not Applicable,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,NH,Surfaced,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Not Applicable,State Highway,Bitumen(Tar),Dry,Clear,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Offset,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,NH,Kutcha,Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Not Applicable,Cross roads,Rural Areas,Near Bus stop,No,Fatal,Vehicle to Vehicle,Not Applicable,State Highway,Not Applicable,Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,Yes,Grievous Injury,Not Applicable,Incline,State Highway,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2021,2,Road Accidents,Cross roads,Rural Areas,Near Petrol Pump,Yes,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Others,NULL,NULL
